Date, USD, JPY, BGN, CZK, DKK, GBP, HUF, PLN, RON, SEK, CHF, ISK, NOK, HRK, RUB, TRY, AUD, BRL, CAD, CNY, HKD, IDR, ILS, INR, KRW, MXN, MYR, NZD, PHP, SGD, THB, ZAR, 
01 October 2019, 1.0898, 118.00, 1.9558, 25.740, 7.4655, 0.88955, 334.79, 4.3774, 4.7511, 10.8043, 1.0906, 135.30, 9.9463, 7.4111, 71.0815, 6.1979, 1.6274, 4.5384, 1.4466, 7.7903, 8.5449, 15505.67, 3.7907, 77.4920, 1310.56, 21.5587, 4.5712, 1.7528, 56.610, 1.5108, 33.430, 16.6700, 
